Almond Milk,Banana Chips,Beans,Beer,Berries Mix,Biscuit,Bread Crumbs,Butter,Cake Mix,Candy,Cardamom Whole,Cashewnut,Center Filled Biscuits,Cereal,Cereal Bar,Chai,Cheese,Chilli Sauce,Chips,Chocolate,Chocolate Bag,Chocolate Bar,Chocolate Box,Cocoa Powder,Coconut Cream,Coconut Milk,Coffee Beans,Coffee Creamer,Cold Coffee,Combo,Cookies,Cooking Spray,Coriander Seeds,Corn Flakes,Cow Ghee,Cracker,Crackers,Cream Biscuits,Crisps,Cup Noodles,Curd,Curry Paste,Dal,Dark Chocolate,Dates,Dip,Dressing,Energy Drink,Extra Virgin Olive Oil,Fish,Flavoured Green Tea Bags,Flavoured Water,Flour,Frosting,Gherkins,Glucose & Milk Biscuits,Granola,Grated Cheese,Green Tea,Green Tea Bags,Hing Powder,Horse Gram,Instant Coffee,Jaggery,Jaggery Powder,Jalapeno,Jam,Ketchup,Kodo Millet,Lozenges,Macaroni,Makhana,Mango Drink,Marinade,Marmalade,Marshmallow,Mayonnaise,Methi Seeds,Milk Chocolate,Milkshake,Mix,Mix Flour,Moong Dal,Moth Dal,Mouth Freshener,Muesli,Nachos,Noodles,Oat Drink,Oats,Olive Oil,Olives,Organic Ajwain Seeds,Organic Almonds,Organic Arhar Dal,Organic Atta,Organic Bajra Flour,Organic Basmati Rice,Organic Bay Leaf,Organic Beet Root Powder,Organic Besan,Organic Black Pepper,Organic Brown Basmati Rice,Organic Brown Sugar,Organic Buckwheat Flour,Organic Cardamom Whole,Organic Cashews,Organic Chana Dal,Organic Chia Seeds,Organic Chilli Powder,Organic Chilli Whole,Organic Cinnamon Powder,Organic Cinnamon Whole (Dalchini),Organic Clove Whole,Organic Coconut Flour,Organic Coconut Oil,Organic Coriander Powder,Organic Coriander Seeds,Organic Corn Flour,Organic Cow Ghee,Organic Cumin Powder / Jeera Powder,Organic Cumin Seeds / Jeera Seeds,Organic Daliya,Organic Flax Seeds,Organic Flaxseed Oil,Organic Foxtail Millet,Organic Garam Masala,Organic Ghee,Organic Ginger Powder,Organic Groundnut Oil,Organic Hing Powder,Organic Jackfruit Flour,Organic Jaggery,Organic Jaggery Powder,Organic Jowar Flour,Organic Kabuli Chana,Organic Kala Chana,Organic Khapli Wheat Atta,Organic Kitchen King Masala,Organic Kodo Millet,Organic Kolam Rice,Organic Maida,Organic Makhana,Organic Malka Masoor,Organic Mamra Almonds,Organic Masoor Dal,Organic Masoor Sabut,Organic Methi Seeds,Organic Mix Dal,Organic Moong Dal (Chilka),Organic Moong Dal (Dhuli),Organic Moong Sabut,Organic Moringa Powder,Organic Murmura,Organic Mustard Oil,Organic Mustard Seeds,Organic Onion Powder,Organic Peanut Oil,Organic Peanuts,Organic Pepper Powder,Organic Peppercorns,Organic Pink Salt,Organic Puffed Rice,Organic Pumpkin Seeds,Organic Quinoa,Organic Quinoa Seeds,Organic Ragi Flour,Organic Raisins,Organic Rajma,Organic Rajma Chitra,Organic Rava,Organic Raw Sugar,Organic Red Poha,Organic Red Rajma,Organic Red Rice,Organic Rice Flour,Organic Rock Salt,Organic Sattu,Organic Saunf Seeds,Organic Sesame Oil,Organic Sesame Seeds,Organic Singhara Atta,Organic Sonamasuri Rice,Organic Sooji,Organic Sugar,Organic Sunflower Oil,Organic Sunflower Seeds,Organic Tamarind Whole,Organic Turmeric Powder,Organic Urad (Sabut),Organic Urad Dal (Dhuli),Organic Vinegar,Organic Walnut,Organic Wheat Grass Powder,Organic White Poha,Palm Jaggery,Pancake Mix,Paneer,Pasta,Paste,Peanut Butter,Peanuts,Pesticide Free Atta,Pesticide-Free  Peanuts,Pesticide-Free Ajwain Seeds,Pesticide-Free Arhar Dal,Pesticide-Free Bajra,Pesticide-Free Bajra Flour,Pesticide-Free Barnyard Millet,Pesticide-Free Besan,Pesticide-Free Broken Rice,Pesticide-Free Brown Basmati Rice,Pesticide-Free Brown Rice,Pesticide-Free Chana Dal,Pesticide-Free Chilli Whole,Pesticide-Free Coriander Seeds,Pesticide-Free Cumin Seeds / Jeera Seeds,Pesticide-Free Daliya,Pesticide-Free Flax Seeds,Pesticide-Free Foxtail Millet,Pesticide-Free Honey,Pesticide-Free Idli Rice,Pesticide-Free Jaggery Powder,Pesticide-Free Jowar,Pesticide-Free Jowar Flour,Pesticide-Free Kabuli Chana,Pesticide-Free Kala Chana,Pesticide-Free Kodo Millet,Pesticide-Free Little Millet,Pesticide-Free Moong (Sabut),Pesticide-Free Moong Dal (Chilka),Pesticide-Free Moong Dal (Dhuli),Pesticide-Free Mustard Seeds,Pesticide-Free Peppercorns,Pesticide-Free Poha,Pesticide-Free Proso Millet,Pesticide-Free Puffed Rice,Pesticide-Free Quinoa,Pesticide-Free Rajma,Pesticide-Free Rajma Chitra,Pesticide-Free Raw Sonamasuri Rice,Pesticide-Free Red Rajma,Pesticide-Free Regular Rice,Pesticide-Free Roasted Sooji,Pesticide-Free Sattu,Pesticide-Free Seasoning,Pesticide-Free Sharbati Wheat,Pesticide-Free Sooji,Pesticide-Free Steam Sonamasuri Rice,Pesticide-Free Sugar,Pesticide-Free Tamarind Whole,Pesticide-Free Urad Dal,Pesticide-Free Urad Dal (Chilka),Pesticide-Free Urad Dal (Dhuli),Pesticide-Free Urad Gota,Pizza & Pasta Sauce,Poha,Popcorn,Potato Chips,Preserve,Puffs,Pumpkin Seeds,Pure Olive Oil,Ragi Flour,Rajma,Ready to Eat,Red Poha,Rice,Rice Paper,Rings,Rock Salt,Sabzi Masala,Salad Dressing,Salsa Dip,Sandwich Cream Biscuits,Sandwich Spread,Sauce,Seasoning Mix,Shaped Chocolates,Soft Drink,Sooji,Soup,Spaghetti,Sparkling Water,Spice,Spread,Stock,Sugar,Syrup,Tamarind Whole,Tea Bags,Tomato Ketchup,Tortilla,Tuna,Urad Dal,Vermicelli,Vinegar,Wafer Bar,Wafer Roll,Wafers,White Chocolate,Yeast Extract
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,8,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2,2,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,65,15,787,184,10,11,8,0,161,0,5,89,8,19,12,491,5,45,12,6,38,12,0,8,58,4,8,23,22,51,107,24,0,4,7,4,2,26,6,0,0,79,20,324,283,0,8,2,0,46,9,112,12,656,198,81,203,408,0,261,0,11,76,128,0,0,100,12,50,61,16,0,21,5,49,21,24,112,6,22,44,112,4,19,7,13,39,2,1,0,96,150,119,20,2,10,94,103,136,0,6,1,172,2,0,4,1,0,0,0,4,4,0,16,0,0,2,3,0,0,0,12,0,0,9,13,2,2,1,2,3,0,11,9,2,1,4,5,4,7,3,1,7,0,0,0,1,15,15,3,8,8,0,0,6,0,0,5,5,2,1,2,3,4,6,0,0,0,0,1,0,0,0,0,1,0,1,0,112,6,2,0,1,0,4,0,0,0,2,3,0,0,0,1,0,0,0,18,4,0,0,0,10,1,0,0,1,0,0,0
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,1,3,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,5,0,2,1,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,0,0,0,3,0,0,0,2,53,19,238,86,7,6,5,0,78,0,3,46,4,14,5,197,8,29,19,8,22,10,0,7,36,5,3,16,11,34,43,31,0,5,1,1,1,13,2,0,0,52,17,184,272,0,2,5,1,25,8,53,4,149,143,72,103,189,261,0,0,7,35,80,0,0,91,4,34,53,10,0,19,8,29,12,9,62,8,13,25,67,2,10,3,6,30,3,2,0,46,63,42,21,2,6,62,75,49,0,3,0,94,1,0,3,3,0,0,0,3,4,0,9,0,1,0,1,0,0,0,1,3,0,6,9,5,0,1,0,0,2,5,5,1,0,1,4,4,14,1,2,6,0,0,0,1,7,4,10,4,9,0,0,2,0,0,5,0,1,1,4,0,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,75,2,1,0,0,1,4,0,0,0,2,0,0,0,2,0,0,0,0,14,4,0,0,0,6,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,7,2,13,12,3,0,2,0,7,0,2,18,1,2,0,8,7,6,1,3,4,2,0,2,4,0,2,5,3,6,10,8,0,2,0,0,2,5,0,0,0,16,9,10,14,0,1,0,0,9,1,5,1,14,8,9,12,6,11,7,0,0,7,17,0,0,28,1,7,15,36,0,4,0,12,3,0,3,3,5,15,4,2,3,0,4,11,0,0,0,13,15,10,1,0,4,8,2,0,0,3,0,22,0,0,3,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,1,1,0,1,5,1,0,0,0,3,0,3,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1,3,2,8,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,1,3,2,1,0,2,0,0,0,5,0,0,0,4,1,0,0,0,4,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,4,1,0,7,5,3,2,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,2,56,16,107,236,11,4,8,0,70,1,6,70,8,11,3,57,10,30,12,4,23,5,0,39,32,1,7,92,16,38,38,13,0,2,6,2,3,175,8,0,1,77,21,71,66,0,10,3,0,26,4,25,4,75,39,58,34,44,76,35,0,7,0,79,0,0,54,9,27,79,14,0,14,1,26,13,5,19,6,42,22,27,2,7,8,6,26,12,1,0,50,57,72,145,0,4,84,14,19,0,4,0,73,4,0,8,2,0,0,0,5,5,1,10,0,0,1,4,0,0,0,1,2,0,14,13,1,1,3,0,5,0,9,2,2,0,0,3,0,8,2,0,5,0,0,0,0,0,8,5,8,7,0,0,1,0,0,6,2,1,0,0,0,4,6,0,0,0,0,0,0,1,0,0,2,0,0,0,106,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,3,4,0,0,0,4,0,0,4,1,0,1,5,2,2,0,2,0,0,2,8,1,0,2,5,0,0,2,0,1,0,0,0,0,0,8,3,23,0,3,1,0,2,0,0,4,1,0,0,0,0,1,3,2,8,0,5,6,3,7,3,6,0,4,0,0,1,0,0,1,0,4,1,0,0,1,0,0,2,0,0,0,17,0,0,0,4,288,14,177,184,12,3,35,0,90,0,7,126,7,39,4,130,32,112,60,13,153,42,0,9,89,22,18,33,53,238,70,114,0,8,16,1,13,63,5,0,0,187,28,103,106,0,14,1,1,35,6,17,4,117,84,679,74,58,128,80,0,17,79,0,0,0,170,23,168,127,45,1,21,3,70,27,17,32,16,35,56,30,3,41,8,15,123,4,4,0,104,101,98,39,1,27,212,40,53,0,6,3,132,1,0,12,6,0,1,0,10,19,1,9,0,2,0,10,1,0,2,3,5,2,35,19,10,0,3,1,15,1,13,9,2,0,2,3,3,5,26,1,10,1,0,0,0,2,32,4,20,21,0,0,2,0,2,9,25,4,1,0,2,6,5,0,0,0,0,2,0,1,1,0,5,0,1,0,243,14,1,0,2,0,12,0,1,0,0,8,0,0,0,0,0,0,0,63,16,0,0,0,7,1,3,2,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,1,5,1,0,0,0,2,0,0,1,0,0,8,2,28,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,2,6,3,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,60,26,182,127,10,10,11,0,81,0,2,74,21,15,11,87,21,35,18,6,30,16,0,12,36,10,10,30,16,62,75,58,0,5,9,2,5,41,4,0,0,115,27,113,149,0,7,1,1,43,22,20,8,79,81,102,55,66,100,91,0,28,54,170,0,0,0,12,57,59,32,1,15,4,54,47,8,33,12,18,68,35,3,29,10,20,37,1,5,0,70,135,88,26,1,16,70,28,35,0,10,1,210,2,0,8,10,0,1,0,7,12,0,4,1,0,3,6,0,0,0,3,3,2,9,9,4,4,1,1,13,2,8,4,2,2,3,3,0,5,7,5,10,0,0,0,0,4,15,4,9,16,0,1,3,1,0,9,8,0,0,0,3,2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,125,4,1,0,2,0,7,0,0,0,0,2,0,0,1,0,0,0,0,27,4,0,0,0,2,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,18,1,9,16,1,0,6,0,10,0,3,6,1,1,0,9,3,16,1,6,14,3,0,1,11,0,6,6,14,12,2,2,0,0,6,0,7,2,0,0,0,11,4,10,10,0,2,0,0,8,0,0,1,9,6,20,7,7,12,4,0,1,9,23,0,0,12,0,15,9,0,0,2,1,5,1,2,5,0,0,1,4,0,4,2,1,9,0,1,0,10,7,8,1,0,2,32,3,2,0,0,1,15,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,2,3,0,0,1,0,0,0,0,2,0,0,3,2,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,1,4,6,3,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,5,2,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,4,0,0,0,1,119,2,67,70,4,1,17,0,34,0,2,44,5,28,0,51,7,32,36,10,188,70,0,6,32,14,5,13,11,68,29,26,0,0,9,2,8,15,2,0,1,63,10,47,52,0,5,0,0,21,4,13,2,43,45,146,35,29,50,34,0,7,27,168,0,0,57,15,0,47,7,0,9,2,26,3,8,19,3,11,19,23,1,14,8,13,39,0,2,0,42,27,31,9,0,11,89,20,20,0,4,0,39,0,0,4,5,0,1,1,0,2,0,7,0,0,2,1,1,0,0,0,5,1,11,4,2,1,1,0,5,0,6,6,0,2,1,1,1,2,6,2,2,0,0,0,1,4,2,3,9,3,0,0,3,0,0,0,1,0,0,1,4,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,112,1,0,0,1,0,5,0,1,0,0,0,0,0,0,1,0,0,0,19,2,0,0,0,0,2,1,1,1,0,0,0
0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,1,2,0,1,0,2,6,1,0,1,0,0,0,0,3,1,0,6,4,8,2,3,0,0,0,0,0,5,3,0,0,0,0,0,0,1,11,0,4,7,5,5,4,5,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,12,0,0,0,2,71,15,84,136,12,2,3,0,41,0,3,197,13,17,5,52,30,33,13,10,68,9,0,26,42,4,12,45,12,25,46,52,0,2,10,0,2,38,5,0,0,190,30,47,59,0,5,1,0,30,6,10,3,93,71,82,46,45,61,53,0,15,79,127,0,0,59,9,47,0,27,0,17,2,47,10,9,18,6,64,31,28,6,12,22,23,32,3,4,0,66,41,100,30,0,10,95,13,19,0,5,5,42,5,2,12,6,0,0,0,7,5,0,1,0,4,2,5,0,0,2,0,0,1,8,16,11,3,5,2,17,3,11,6,3,3,3,2,3,4,9,3,10,0,0,0,0,4,13,8,5,7,0,0,1,0,1,11,9,1,0,2,2,4,3,1,0,0,0,1,0,2,1,1,2,0,1,0,427,5,1,0,2,0,4,0,1,0,1,2,0,0,0,0,0,0,0,14,9,0,0,0,1,1,4,0,2,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,2,0,0,12,1,10,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,5,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,2,20,5,19,61,12,3,3,0,30,0,4,19,2,1,2,17,4,10,0,3,7,4,0,3,8,2,7,7,5,16,27,11,0,0,1,0,3,14,1,0,0,67,9,17,17,0,0,0,0,14,4,1,2,26,14,19,16,7,16,10,0,36,14,45,0,0,32,0,7,27,0,0,7,1,35,6,5,6,1,9,29,4,2,13,1,23,15,0,0,0,63,26,27,20,0,2,27,8,4,0,0,0,33,3,0,14,5,0,0,0,5,3,1,1,0,7,2,1,3,0,2,0,0,0,3,21,7,1,0,1,5,0,12,3,2,2,0,0,1,1,5,0,9,0,1,0,0,0,22,0,39,6,0,0,0,1,2,2,6,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,6,0,0,0,47,1,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,8,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,3,0,0,4,1,1,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7,8,22,22,17,0,2,0,12,0,9,9,10,1,1,16,30,4,2,3,12,0,0,11,4,2,4,6,5,5,34,31,0,30,3,0,0,5,1,0,0,31,30,26,20,0,0,9,0,7,4,2,2,19,13,19,22,15,21,19,0,4,14,21,0,0,15,2,9,17,7,0,0,26,85,5,1,6,2,7,47,9,6,4,2,13,11,0,2,0,61,15,8,4,1,0,13,4,8,0,2,3,19,1,0,5,10,0,0,0,0,3,0,3,0,1,3,1,0,2,0,1,0,0,1,8,4,7,2,0,2,0,12,1,0,6,5,1,0,2,1,0,3,1,0,0,2,1,6,2,2,2,0,0,2,0,1,2,1,0,0,0,1,2,4,0,0,0,0,0,0,2,0,0,1,0,0,0,21,0,8,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,9,0,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,3,3,0,0,0,4,0,1,7,4,0,0,3,11,0,0,4,2,0,0,2,2,0,0,0,1,1,6,18,0,4,0,1,0,2,1,0,0,8,6,4,4,0,0,4,0,3,2,1,1,5,2,4,4,3,5,8,0,0,1,3,0,0,4,1,2,2,1,0,26,0,22,3,0,3,1,6,8,2,3,0,1,1,2,0,1,0,7,2,1,0,0,0,3,1,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,4,0,0,1,4,1,0,0,0,0,0,0,0,0,0,5,4,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,4,3,1,3,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,1,29,21,65,200,398,1,8,0,80,0,11,63,79,5,5,32,28,24,4,9,31,5,0,9,17,5,60,17,4,36,64,51,0,15,6,0,3,17,3,0,0,165,763,38,39,0,2,7,0,18,6,10,3,52,28,76,31,30,49,29,0,12,26,70,0,0,54,5,26,47,35,0,85,22,0,14,2,17,13,16,64,15,7,107,4,70,23,2,1,0,101,55,35,12,0,6,39,16,15,0,2,4,73,5,1,8,7,0,0,0,12,3,0,3,0,21,5,4,1,0,3,0,0,0,6,22,6,8,1,2,15,2,184,3,1,5,5,3,2,2,4,0,6,0,0,0,0,1,15,1,9,13,0,0,2,0,0,4,5,1,0,0,1,3,4,0,0,0,1,0,0,4,0,0,0,0,0,0,93,1,1,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,10,12,0,0,1,0,0,3,0,0,0,0,0
0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,0,1,0,2,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,23,93,20,22,0,2,1,0,14,0,0,20,2,4,30,16,6,7,4,2,9,5,0,4,10,0,2,8,3,14,7,29,0,1,2,0,2,5,2,0,0,34,5,14,18,0,5,2,0,4,6,4,9,14,13,23,17,11,21,12,0,3,13,27,0,0,47,1,3,10,6,0,5,3,14,0,1,7,1,5,7,5,2,4,2,5,19,1,0,0,17,18,24,6,1,2,16,6,7,0,9,0,23,2,0,6,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,2,0,4,0,1,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,5,2,1,2,0,0,1,1,0,3,0,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,10,2,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,0,0,1,0,2,0,1,0,0,0
