Acne Cream,Acne Relief Patches,After Shave Balm,After Shave Lotion,Amla Oil,BB Cream,Baby Toothpaste,Bathing Bar,Beard Colour,Beard Oil,Beard Wash,Beard Wax,Bleach,Body Butter,Body Lotion,Body Mist,Body Oil,Body Polishing Oil,Body Scrub,Body Wash,Brush,Castor Oil,Cleanser,Cleansing Milk,Coconut Oil,Cold Cream,Cologne Spray,Comb,Combo,Conditioner,Cotton Balls,Day Cream,Dental Floss,Dental Gel,Deodorant Spray,Disposal Bag,Dry Shampoo,Eau de Parfum,Electric Toothbrush,Eye Cream,Eyelash Curler,Eyeliner,Face Cream,Face Gel,Face Lotion,Face Mask,Face Mist,Face Pack,Face Pack Brush,Face Scrub,Face Serum,Face Wash,Face Wipes,Facial Kit,Foot Cream,Foot Scrubber,Foundation,Gel,Gift Box,Grooming Kit,Hair Brush,Hair Cleanser,Hair Colour,Hair Comb,Hair Cream,Hair Dryer,Hair Fixer,Hair Gel,Hair Mask,Hair Mist,Hair Oil,Hair Pin,Hair Removal Cream,Hair Serum,Hair Spray,Hair Treatment,Hair Wash Powder,Hair Wax,Hand Cream,Hand Wash,Henna,Intimate Wash,Kajal,Kids Toothbrush,Kit,Lip Balm,Lip Butter,Loofah,Makeup Brush,Mascara,Men's Deodorant,Men's Perfume,Men's Razor,Menstrual Cup,Micellar Water,Moisturizer,Moisturizing Cream,Moisturizing Lotion,Mouth Spray,Mouthwash,Multipurpose Cream,Nail Clipper,Nail Paint Remover,Night Cream,Oil,Onion Oil,Pain Relief Patch,Panty Liners,Perfume,Perfume Spray,Period Panty,Petroleum Jelly,Pins,Powder,Powder Puff,Pumice Stone,Razor,Razor Cartridge,Roll On,Rose Water,Safety Pin,Sanitary Pads,Scalp Tonic,Scrub,Serum,Shampoo,Shampoo & Conditioner,Shaving Brush,Shaving Cream,Shaving Foam,Shaving Gel,Shaving Kit,Sheet Mask,Sindoor,Skin Bleach,Skin Cream,Skin Oil,Soap,Strips,Sunscreen,Sunscreen Gel,Talc,Tampons,Toner,Tooth Powder,Toothbrush,Toothpaste,Under Eye Cream,Urination Device,Wax Strips,Wet Wipes,Wipes,Women's Deodorant,Women's Perfume,Women's Razor
0,1,1,3,0,10,1,4,0,0,1,0,0,1,40,9,1,0,0,62,1,1,0,0,32,0,5,3,0,42,3,5,0,1,94,0,0,1,0,0,1,1,29,0,9,4,0,14,0,6,3,85,1,1,2,1,10,16,0,1,0,11,33,0,2,0,0,6,0,0,89,1,27,12,0,0,0,0,2,116,7,14,23,5,1,7,1,7,1,2,6,3,8,2,1,3,9,7,1,23,0,4,12,1,0,3,1,7,2,1,0,3,1,0,5,3,3,4,38,9,3,101,0,17,0,75,5,0,12,2,3,0,6,0,3,0,0,197,4,23,1,158,4,1,3,48,158,0,0,4,3,0,7,3,20
0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,1,3,14,3,1,0,0,5,0,0,6,0,5,6,3,1,2,13,1,0,2,1,1,6,0,4,0,1,2,0,2,9,3,1,15,5,1,0,6,0,4,0,0,0,1,6,0,0,0,0,0,0,0,4,7,6,4,0,0,0,0,1,19,0,2,8,0,0,6,0,8,4,1,0,1,2,0,1,1,5,3,0,3,0,5,8,0,0,0,0,4,0,0,0,0,3,5,0,3,4,0,6,2,4,20,0,4,0,9,4,0,0,0,0,0,9,0,1,0,0,19,2,5,0,22,1,1,0,4,15,0,0,4,3,0,2,1,7
0,1,1,1,0,1,0,9,0,0,0,0,0,1,29,7,0,2,3,97,13,1,0,0,17,0,0,11,2,30,18,1,0,1,28,0,0,0,1,1,2,0,9,1,3,4,0,11,5,12,2,54,8,1,10,14,0,17,0,0,6,5,18,0,0,0,0,0,2,0,24,3,15,7,0,1,0,0,5,72,3,11,13,1,3,11,0,59,0,1,2,2,8,3,0,2,2,10,1,17,0,16,17,2,0,2,0,7,3,4,0,0,1,3,3,0,11,5,25,9,2,55,0,18,0,50,3,3,7,4,1,0,11,0,4,0,0,83,2,16,0,18,2,1,0,38,86,1,0,4,7,0,3,1,42
0,8,16,103,0,4,0,13,5,0,0,0,0,3,72,19,0,1,8,177,13,2,0,0,66,1,6,14,3,87,16,6,0,1,121,9,0,5,0,2,3,1,35,8,6,20,0,48,2,28,21,205,19,11,5,10,1,126,0,2,4,18,94,0,3,0,0,20,3,0,75,4,171,32,0,0,0,0,4,197,14,26,21,3,10,20,0,29,1,4,11,9,83,17,0,5,20,20,1,38,1,25,34,5,0,9,4,23,2,5,1,6,1,3,4,11,0,150,49,13,3,207,0,39,0,190,16,118,336,186,70,12,45,0,39,0,0,318,21,54,4,44,22,7,1,139,285,2,1,31,10,0,5,9,507
0,3,10,152,1,3,0,16,0,0,0,0,0,1,101,8,1,0,7,204,6,2,0,0,125,2,14,10,1,115,8,12,0,4,185,3,0,4,0,1,1,1,67,2,9,10,0,27,4,12,2,273,4,2,2,5,0,68,0,3,3,37,162,0,9,0,0,21,2,0,180,2,123,18,1,0,0,0,3,403,12,37,10,7,3,13,1,12,0,2,18,8,162,1,0,7,27,12,1,68,3,10,15,2,0,9,0,19,4,1,0,3,3,4,0,5,150,0,79,18,2,279,0,39,0,324,12,68,382,274,72,6,11,1,16,4,0,731,4,40,1,134,13,2,3,247,624,1,0,19,10,0,9,1,169
0,11,7,57,0,13,2,41,1,0,0,0,0,1,447,40,0,0,18,947,13,6,1,0,250,13,65,20,3,364,31,38,2,1,1213,17,0,31,0,5,4,0,164,7,23,38,0,105,11,34,27,919,34,12,8,17,1,202,0,7,10,51,215,0,21,0,0,46,8,0,314,9,206,97,4,1,0,0,31,851,42,145,89,17,19,93,1,69,1,3,27,45,93,22,1,56,132,68,8,205,6,22,69,15,0,16,39,70,38,33,1,15,5,38,6,25,49,79,0,52,7,910,0,131,0,793,48,19,66,53,14,2,68,0,30,6,0,1314,17,225,7,534,49,16,6,414,1174,6,2,61,45,0,85,32,303
0,3,0,5,0,7,1,10,1,0,0,0,0,3,141,1,1,1,5,202,3,4,0,0,192,1,6,9,0,133,72,13,0,1,124,0,0,1,0,8,2,0,97,3,18,43,0,145,15,31,25,491,7,15,1,5,2,661,0,0,3,29,91,0,0,0,0,8,5,0,140,4,76,54,0,0,0,0,2,378,62,37,27,10,4,20,1,16,0,0,9,8,19,1,2,9,40,36,2,49,1,9,32,14,0,6,1,26,7,2,0,5,2,9,2,9,13,18,52,0,3,337,0,125,1,274,11,3,24,6,4,0,89,0,33,4,0,590,14,106,2,110,10,22,1,151,488,3,0,17,14,0,17,9,61
0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,20,4,1,0,0,10,1,0,5,0,16,5,3,0,0,14,1,0,0,0,1,2,0,6,0,1,0,0,8,0,2,1,21,3,1,1,2,1,9,0,0,1,2,12,0,0,1,0,0,0,0,11,43,6,3,0,0,0,0,2,23,2,1,21,2,0,7,0,5,0,1,0,0,2,0,0,0,4,4,1,3,0,4,24,0,0,1,0,3,0,0,0,0,12,3,4,2,3,2,7,3,0,29,0,2,0,21,0,0,3,1,1,0,8,0,1,0,0,21,3,11,1,4,1,1,0,16,27,1,1,3,3,0,5,1,14
2,18,8,81,6,58,32,195,0,0,0,0,0,4,1557,49,12,2,40,2903,36,16,2,0,2091,63,69,70,10,2044,143,139,8,15,1503,211,0,13,1,9,11,1,657,9,82,138,0,362,41,104,64,3492,105,26,48,55,4,1084,0,5,15,523,1463,0,18,0,0,52,22,0,1762,27,1605,290,2,7,2,0,95,7008,491,1048,414,119,26,227,8,181,6,11,57,51,312,245,1,72,344,261,19,581,14,73,355,37,0,66,133,1816,32,58,22,75,12,101,20,55,207,279,910,337,29,0,0,399,6,4935,238,37,321,138,69,1,232,1,164,21,0,10085,51,631,10,1415,954,48,19,2424,8872,13,24,389,152,0,207,63,1641
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,7,21,0,29,5,31,1,0,0,0,0,4,239,5,1,3,21,510,10,3,3,0,235,5,12,6,0,324,22,34,1,3,295,2,0,7,1,3,4,0,182,6,28,344,0,903,22,64,40,1235,25,44,5,20,1,397,0,4,5,45,202,0,4,0,0,20,10,0,245,4,188,64,0,1,0,0,14,535,57,57,63,7,9,39,1,54,0,2,10,11,44,2,0,26,65,62,3,92,3,15,46,15,0,11,1,21,8,5,0,8,3,17,4,18,39,39,131,125,2,399,0,0,3,591,34,11,51,24,16,0,191,1,286,7,0,851,41,176,2,175,12,24,1,202,684,4,0,56,32,1,31,5,154
0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,0,2,0,1,1,0,6,1,3,0,0,2,0,0,0,1,0,0,0,5,0,3,1,0,7,0,3,2,21,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,7,0,0,5,0,0,0,0,0,8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,11,0,0,0,0,0,0,5,0,2,0,0,8,0,4,0,1,0,4,0,2,5,5,0,2,2,0,1,0,2
0,16,17,167,7,54,25,376,5,0,1,0,0,11,2457,56,11,4,41,6206,56,34,6,1,2962,65,99,124,14,11927,81,179,8,16,2056,5,0,33,9,9,5,2,1046,11,105,168,0,453,32,199,96,7200,70,41,29,56,6,1123,0,17,35,421,2042,0,39,0,0,136,102,0,4150,32,841,641,5,10,9,1,73,8869,459,489,339,108,35,168,9,382,1,5,97,67,441,31,1,139,508,385,23,800,27,113,243,76,1,332,4,156,83,71,2,81,12,75,9,50,190,324,793,274,21,4935,0,591,11,0,390,64,484,257,96,5,243,2,127,49,0,17448,37,695,11,1875,83,49,22,3195,12599,5,6,147,111,0,207,45,730
1,0,1,13,2,1,2,49,0,0,0,0,0,0,138,3,1,1,2,411,2,2,0,1,142,3,7,5,1,270,4,10,2,1,129,0,0,1,0,1,0,0,48,2,7,13,0,30,1,18,6,387,7,3,0,0,1,55,0,1,1,32,110,0,5,0,0,9,5,0,157,0,38,29,0,1,0,0,4,423,24,29,19,10,3,20,0,27,1,0,6,6,24,1,0,8,23,30,0,57,2,9,14,10,0,7,0,7,10,2,0,4,1,5,4,3,16,12,48,11,0,238,0,34,0,390,0,2,21,13,5,0,11,0,12,0,0,775,2,32,2,79,8,8,1,198,624,1,1,8,7,0,13,3,52
0,0,17,145,1,0,0,1,0,0,0,0,0,0,17,1,0,0,1,37,5,0,0,0,23,0,1,6,1,23,1,2,0,0,38,0,0,0,1,0,0,0,15,1,1,4,0,5,2,3,1,65,1,0,1,1,0,10,0,1,4,11,26,0,3,0,0,7,0,0,51,0,26,5,0,0,0,0,0,72,1,2,2,4,3,1,0,2,0,0,3,4,255,0,0,2,5,3,1,13,0,8,0,1,0,5,0,0,1,0,0,0,0,0,0,3,118,68,19,3,0,37,0,11,0,64,2,0,676,56,136,13,3,0,1,1,0,156,0,8,0,24,0,0,0,97,137,0,0,3,0,0,0,0,14
0,1,47,448,0,3,1,24,2,0,0,0,0,0,118,1,1,1,2,252,10,0,0,0,219,8,12,8,2,172,4,17,0,0,228,0,0,6,1,0,0,0,106,0,7,13,0,32,3,11,3,428,5,0,4,3,0,118,0,3,2,73,254,0,10,0,0,27,1,0,273,2,117,17,0,0,0,0,4,746,32,20,7,12,0,9,0,10,0,0,19,8,827,3,0,7,49,30,2,93,8,15,13,2,0,12,0,8,5,3,0,8,1,12,0,7,336,382,66,24,3,321,0,51,0,484,21,676,0,54,47,1,11,0,14,6,0,1546,2,58,0,209,6,1,3,375,1480,0,0,14,9,0,15,4,110
0,0,53,441,0,2,1,16,1,0,0,0,0,0,85,1,0,0,4,192,5,2,0,0,94,7,10,4,1,81,2,9,0,1,163,0,0,3,0,1,0,0,37,0,5,3,0,10,1,13,6,252,6,0,2,1,0,39,0,3,7,18,86,0,7,0,0,15,3,0,89,0,60,24,1,0,0,1,0,333,10,14,8,2,3,10,1,17,0,0,7,4,706,2,0,4,26,14,2,67,2,12,7,3,0,4,1,7,2,2,0,4,1,2,0,4,186,274,53,6,1,138,0,24,0,257,13,56,54,0,20,5,8,0,4,3,0,494,3,26,0,92,0,2,1,151,517,0,1,8,9,0,7,0,71
0,1,9,82,1,0,0,9,0,0,0,0,0,0,37,1,0,0,0,67,1,1,0,0,39,3,5,1,1,28,2,3,0,0,58,3,0,1,0,1,0,0,20,0,2,3,0,8,0,4,2,75,3,0,2,0,0,15,0,1,1,10,44,0,2,0,0,4,0,0,34,1,30,9,0,0,0,0,3,137,1,12,4,2,4,3,0,7,0,0,4,4,178,1,0,4,8,10,1,17,0,4,6,2,0,0,0,2,0,0,0,0,0,3,0,1,70,72,14,4,1,69,0,16,0,96,5,136,47,20,0,2,5,0,2,0,0,250,3,11,1,38,6,1,1,65,238,2,0,9,1,0,3,0,87
0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,0,0,2,0,4,0,6,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,4,0,1,2,0,0,0,0,0,3,0,1,0,0,3,1,0,1,0,0,1,1,10,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,12,6,2,0,0,1,0,0,0,5,0,13,1,5,2,0,1,0,0,0,0,5,0,1,0,3,0,0,0,7,5,0,0,0,0,0,0,0,3
0,19,1,10,0,15,4,19,1,0,0,0,0,3,94,14,1,4,29,235,8,1,3,0,60,4,8,17,2,145,23,29,1,2,115,4,0,5,2,12,6,0,84,9,13,157,0,225,22,114,61,508,54,46,5,20,2,154,0,2,1,14,118,0,1,0,0,13,33,0,70,14,105,52,2,0,0,0,11,208,33,25,49,5,11,35,2,26,1,3,6,3,17,1,0,23,28,31,3,43,1,17,51,21,0,7,3,20,8,7,0,6,4,6,9,11,45,11,68,89,8,232,0,191,5,243,11,3,11,8,5,1,0,0,196,2,0,267,119,121,3,75,10,31,1,112,233,9,0,50,29,0,13,6,135
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0
0,2,0,9,0,17,0,3,2,0,0,0,0,1,62,4,0,0,7,104,3,3,1,0,43,8,0,2,1,93,13,22,1,0,70,2,0,1,0,2,1,0,67,3,18,58,0,157,10,45,12,209,17,133,4,5,1,76,0,0,1,9,276,0,2,0,0,5,6,0,46,6,207,29,0,0,0,0,8,139,45,15,39,2,6,15,0,12,1,2,2,1,12,1,0,8,23,16,1,31,2,5,42,5,0,3,1,18,1,3,1,0,5,3,1,4,39,16,30,33,1,164,0,286,2,127,12,1,14,4,2,0,196,0,0,3,0,187,20,53,2,44,9,3,0,49,159,1,0,113,6,0,12,3,137
0,0,0,3,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,15,0,1,0,0,28,0,2,1,0,13,0,2,0,1,15,0,0,0,0,0,0,0,15,1,3,4,0,6,0,1,0,52,0,2,0,0,0,17,0,1,0,4,10,0,0,0,0,3,0,0,36,0,4,5,0,0,0,0,3,41,0,3,4,3,0,1,0,2,0,0,1,0,4,0,0,0,4,5,0,4,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,4,0,21,0,7,0,49,0,1,6,3,0,0,2,1,3,0,0,82,1,6,0,15,1,1,1,23,59,0,0,1,2,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,30,357,23,106,67,1001,7,0,1,0,0,9,3542,41,17,3,45,5856,55,30,10,0,6987,163,218,121,26,5202,96,256,20,52,4103,19,0,54,5,19,10,1,1932,17,153,252,0,717,44,194,89,10737,107,41,59,75,2,2189,0,24,37,1896,3230,0,45,0,4,217,30,0,7607,25,1561,490,8,18,4,2,93,26527,822,761,411,325,30,251,6,381,1,4,260,168,1064,45,0,163,716,492,32,1613,58,158,263,91,0,179,18,279,101,90,0,149,22,197,19,83,318,731,1314,590,21,10085,0,851,8,17448,775,156,1546,494,250,5,267,3,187,82,0,0,47,949,11,4940,109,67,67,8285,43711,11,5,245,144,1,336,66,914
0,19,2,0,0,6,0,2,0,0,0,0,0,1,26,5,0,1,7,50,4,1,0,0,13,2,3,3,0,26,4,9,0,1,16,1,0,1,1,7,2,0,13,3,5,37,0,53,8,36,12,93,11,13,4,12,1,44,0,1,5,0,30,0,0,0,0,2,2,0,14,3,22,8,0,0,0,0,6,56,4,10,10,1,2,14,0,4,1,1,0,2,1,4,0,10,12,4,3,12,0,5,14,7,0,2,0,8,2,3,0,1,3,4,2,2,21,4,17,14,3,51,0,41,0,37,2,0,2,3,3,0,119,0,20,1,0,47,0,29,0,15,5,12,1,29,58,3,1,36,11,0,6,3,73
1,8,2,24,0,25,5,32,2,0,0,0,0,1,515,17,1,5,19,720,12,3,3,0,220,11,16,21,1,378,30,58,3,4,388,4,0,9,1,16,9,1,234,3,101,68,0,179,9,108,83,1245,54,24,5,16,2,327,0,2,8,59,208,0,5,0,0,20,11,0,238,9,160,107,2,1,1,1,26,568,67,80,134,14,19,105,4,50,0,4,10,12,60,8,0,92,146,189,2,116,4,34,89,45,0,21,3,44,12,18,1,20,5,23,5,16,54,40,225,106,11,631,0,176,4,695,32,8,58,26,11,1,121,0,53,6,0,949,29,0,15,263,36,42,1,308,869,5,4,52,89,0,46,17,197
0,0,0,1,0,1,0,0,0,0,0,0,0,1,12,1,0,0,0,11,0,0,0,0,6,0,0,0,0,9,1,2,1,0,5,0,0,0,0,0,0,0,4,0,2,1,0,2,0,0,2,22,0,0,0,0,0,6,0,0,1,0,5,0,0,0,0,0,0,0,9,0,6,2,0,0,0,0,0,12,0,1,3,0,2,1,1,2,0,0,0,1,0,0,1,4,0,4,0,3,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,4,1,7,2,1,10,0,2,0,11,2,0,0,0,1,0,3,0,2,0,0,11,0,15,0,3,0,0,0,6,10,0,0,1,0,0,1,1,3
0,2,6,103,4,26,8,97,2,0,0,0,0,1,739,30,6,4,12,1005,10,10,1,0,1005,58,84,28,7,604,27,72,1,5,1494,5,0,24,0,3,3,1,519,5,69,51,0,141,6,38,26,1569,25,13,14,15,3,402,0,5,8,211,528,0,11,0,0,63,10,0,1602,7,320,129,2,2,0,1,17,2141,131,136,113,34,10,61,0,52,0,0,68,45,159,11,0,40,169,105,6,278,10,37,81,13,0,31,1,37,28,35,1,39,7,158,22,18,44,134,534,110,4,1415,0,175,1,1875,79,24,209,92,38,3,75,1,44,15,0,4940,15,263,3,0,20,13,11,841,3423,0,0,66,39,0,109,26,176
0,1,0,3,0,1,1,7,0,0,0,0,0,0,35,3,0,0,2,91,0,0,1,0,28,0,1,3,1,43,7,2,0,0,35,43,0,1,0,0,0,0,11,0,1,2,0,7,4,5,3,66,7,1,1,4,0,16,0,0,0,7,24,0,0,0,0,2,0,0,23,0,33,8,0,1,0,0,5,112,5,29,14,1,3,9,0,8,0,2,2,1,10,71,0,1,3,5,1,28,0,4,11,3,0,2,26,226,1,1,3,1,0,4,1,2,22,13,49,10,1,954,0,12,0,83,8,0,6,0,6,0,10,0,9,1,0,109,5,36,0,20,0,3,0,53,119,0,6,17,4,0,8,1,90
3,4,0,1,0,5,0,4,0,0,0,0,0,1,40,8,1,2,2,68,0,0,1,0,14,0,4,4,1,35,14,4,1,1,33,0,0,1,0,5,4,0,27,7,2,9,0,47,3,43,44,146,9,2,3,2,0,60,0,1,2,4,17,0,0,0,0,2,5,0,9,3,12,14,0,0,0,0,10,48,2,12,10,1,1,5,1,6,1,1,0,1,6,1,0,32,16,10,2,12,0,1,7,23,0,1,1,7,4,0,0,1,0,1,1,1,7,2,16,22,1,48,0,24,4,49,8,0,1,2,1,0,31,0,3,1,0,67,12,42,0,13,3,0,0,22,61,3,0,4,4,0,4,1,19
0,0,0,1,0,1,0,3,0,0,0,0,0,0,8,0,0,0,1,24,0,0,0,0,16,0,0,0,1,4,0,1,2,1,13,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,1,20,0,0,1,0,0,7,0,0,0,6,11,0,0,0,0,0,0,0,11,0,4,1,0,1,1,0,0,36,4,1,1,4,1,0,0,2,0,0,0,1,3,1,0,1,3,1,2,17,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,1,3,6,1,0,19,0,1,0,22,1,0,3,1,1,0,1,0,0,1,0,67,1,1,0,11,0,0,0,46,165,0,0,0,3,0,0,0,5
0,11,10,111,3,22,38,183,3,0,0,0,0,7,840,14,1,1,32,2420,97,9,2,0,1225,38,53,102,11,1135,67,60,32,28,1047,8,0,15,9,5,5,0,374,7,34,57,0,191,24,92,32,2767,49,14,24,31,1,515,0,11,40,293,759,0,18,1,1,71,19,0,1269,13,410,158,4,5,3,0,29,4672,157,213,118,622,15,104,3,222,5,5,79,38,421,14,0,57,216,167,30,1173,7,109,117,23,0,52,4,110,41,30,1,49,8,48,4,38,139,247,414,151,16,2424,0,202,2,3195,198,97,375,151,65,7,112,2,49,23,0,8285,29,308,6,841,53,22,46,0,15483,5,2,88,81,1,68,26,458
2,19,27,317,16,75,126,755,6,0,1,0,0,9,2928,43,13,5,54,7204,59,26,9,0,5670,131,170,127,26,4157,136,207,49,116,3326,21,0,47,32,20,8,0,1423,15,118,193,0,588,47,198,85,9034,112,31,55,60,2,1974,0,17,41,1717,2772,0,50,0,2,155,28,0,5840,30,1226,422,7,17,6,4,89,20405,737,642,408,560,35,206,10,450,2,10,204,132,1006,41,0,150,612,419,85,3236,34,170,312,72,1,144,10,305,116,80,0,117,18,158,15,86,285,624,1174,488,27,8872,0,684,5,12599,624,137,1480,517,238,5,233,2,159,59,0,43711,58,869,10,3423,119,61,165,15483,0,10,3,199,164,1,278,59,919
1,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,9,0,0,1,0,1,0,0,0,0,4,0,2,0,0,3,0,0,0,0,1,0,0,7,0,1,5,0,11,0,7,7,25,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,1,11,0,2,1,0,0,7,0,2,0,0,0,0,1,0,0,3,0,5,0,4,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,3,1,13,0,4,5,5,1,0,0,0,2,0,9,0,1,0,0,11,3,5,0,0,0,3,0,5,10,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,6,1,6,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,1,13,0,1,0,0,1,0,0,0,1,0,2,0,1,24,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,5,1,4,0,0,6,0,0,2,3,0,0,1,4,0,0,0,6
1,5,1,3,0,4,2,10,0,0,0,0,0,1,75,1,0,0,2,125,2,1,1,0,59,5,3,5,1,104,17,10,2,0,60,4,0,2,1,1,0,0,33,0,11,26,0,33,6,16,8,168,10,16,3,3,0,83,0,1,3,14,102,0,1,0,0,2,5,0,40,3,423,32,0,0,0,0,4,178,26,41,25,2,8,19,1,13,1,2,0,3,13,7,0,6,15,18,0,20,1,11,44,4,0,4,1,20,0,8,1,3,0,4,4,4,31,19,61,17,3,389,0,56,2,147,8,3,14,8,9,0,50,1,113,1,0,245,36,52,1,66,17,4,0,88,199,0,1,0,16,0,13,5,299
0,3,1,9,0,2,1,13,0,0,0,0,0,1,58,3,0,1,4,129,3,1,0,0,39,8,1,6,0,52,24,3,1,1,74,1,0,1,2,1,0,0,22,2,10,12,0,38,4,16,11,183,33,3,2,4,0,76,0,0,3,12,28,0,0,0,0,5,2,0,26,3,28,23,0,0,0,0,6,153,9,12,24,2,2,13,0,16,1,2,0,6,11,1,0,5,15,17,1,39,0,7,34,4,0,2,0,21,2,7,0,0,3,3,3,7,10,10,45,14,3,152,0,32,2,111,7,0,9,9,1,0,29,0,6,2,0,144,11,89,0,39,4,4,3,81,164,0,4,16,0,0,7,12,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,3,0,6,0,7,0,0,0,0,0,1,99,5,0,1,2,171,2,0,1,0,66,4,39,3,2,96,9,11,0,0,490,1,0,3,0,1,1,0,51,0,7,14,0,17,3,10,4,198,4,1,1,0,1,53,0,2,0,18,60,0,0,0,0,2,2,0,81,0,50,35,0,1,0,0,7,222,17,29,49,7,2,24,0,11,0,1,74,30,20,2,0,7,26,20,3,37,0,2,28,3,0,6,0,7,20,35,0,3,1,7,2,3,5,9,85,17,5,207,0,31,1,207,13,0,15,7,3,0,13,0,12,0,0,336,6,46,1,109,8,4,0,68,278,0,0,13,7,0,0,27,52
0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,4,0,0,1,52,4,0,1,0,18,0,9,1,0,26,2,1,0,0,110,0,0,5,0,2,2,0,12,2,5,3,0,7,0,3,0,76,6,0,0,2,0,16,0,0,0,5,12,0,0,0,0,3,1,0,19,0,11,14,0,0,0,0,2,34,4,11,13,1,2,5,0,5,0,0,13,94,3,2,0,4,10,5,1,4,0,0,5,0,0,1,0,8,7,20,1,3,3,3,1,1,9,1,32,9,1,63,0,5,0,45,3,0,4,0,0,0,6,0,3,0,0,66,3,17,1,26,1,1,0,26,59,1,0,5,12,0,27,0,29
