A4 Sheet,Acrylic Color,Adapter,Adhesive,Adhesive Kit,Agarbatti Stand,Air Freshener,Air Pump,Air Purifier,Aluminium Foil,Apple Cutter,Apron,Art & Craft Game,Art Kit,Atta Chalan,Baking & Parchment Paper,Ball,Ball Pen,Balloons,Band,Banner,Basket Set,Bath Mug,Bath Towel,Bath Tub,Bathroom Mug,Batten,Battery,Bean Bag Cover,Bean Bag Refill,Beater,Bedside Runner,Beer Glass,Beer Mug,Belan,Bell,Bi-colour Pencils,Binder Clips,Blanket,Blender,Blowpen Kit,Bluetooth Headset,Board,Board Game,Body Patch,Boiler,Book,Bottle,Bottle Opener,Bottle Set,Bowl,Bowl Set,Briefs,Brush Pen,Brushes,Bucket,Bulb,Butter Dish,Cake Decoration Set,Calculator,Camphor / Kapur,Candle,Candle Set,Canister,Canister Set,Car Charger,Car Freshener,Car Polish,Car/Bike Shampoo,Card Game,Carpet,Casserole,Casserole Set,Celebration Kit,Chair Pad,Chakla,Chalk,Charger,Charging Cable,Chipser,Chopper,Chopping Board,Cling Wrap,Clip Set,Cloth Brush,Cloth Clips,Cloth Hanger,Cloth Rope,Cockroach Killer,Cockroach Repellent,Coffee Dripper,Coffee Maker,Coffee Mug,Colander,Colander Basket,Color Kit,Color Pen,Color Set,Color Tubes,Colour Pencils,Colour Set,Combo,Comforter,Compound,Container,Container Set,Cookware Set,Corkscrew,Correction Pen,Cover,Crayons,Cup & Saucer Set,Cup Set,Cushion Cover,Cushion Filler,Cutlery Holder,Cutter Chopper,Cylinder Trolley,Decorative LED Lights,Desktop Calculator,Dessert Bowl Set,Dhoop,Dhoop Cup,Diary,Dicer,Dinner Set,Dish,Disposable Bags,Disposable Bowl,Disposable Food Container,Disposable Fork,Disposable Glass,Disposable Plates,Disposable Spoon,Diya,Diya Baati,Diya Set,Dohar,Door Curtain,Doormat,Double Bedsheet Set,Drainer,Drawers Stand,Drawing Book,Drawing Pen,Drawing Pencils,Dry Iron,Dumbbells,Dustbin,Duster + Marker,Earphones,Edible bowl,Edible spoon,Electric Bat,Electric Chopper,Electric Kettle,Envelope,Eraser,Exam Pad,Extension Cable,Face Tissue,Face Towel Set,Fast Card,File,File Folder,Flash Drive,Flask,Floor Mat,Food Wrapping Paper,Fork Set,Fountain Pen,Fridge Bag,Fridge Basket,Frother,Fruit Basket,Fry Pan,Game,Ganesh Lakshmi Idol,Gangajal,Garbage Bag,Garment Steamer,Gas Lighter,Gas Stove,Gel Crayons,Gel Pen,Geometry Box,Ghee Pot,Gift Set,Gift Wrapping Paper,Glass,Glass Set,Glass lunch Box,Glitter Glue,Glitter Pen,Glue,Glue Drops,Glue Stick,Grater,Greeting Card,Grocery Bag,Gym Bag,Hand Blender,Hand Gloves,Hand Towel,Handi,Handkerchiefs,Hawan Samagri,Highlighter,Hooks,Ice Bucket,Ice Tong,Ice Tray,Ice Tray Set,Ice cream Scoop,Idli Cooker,Idli Stand,Immersion Rod,Incense Sticks / Agarbatti,Induction Cooktop,Insect Killer,Insulation Tape,Jar,Jar Candle,Jar Set,Journal,Jug,Juice Glass Set,Juicer,Kadai,Kettle,Kids Chair,Kids Study Table,Kit,Kitchen Basket,Kitchen Cloth,Kitchen Gloves,Kitchen Rack,Kitchen Scissors,Kitchen Set,Kitchen Tool Set,Kitchen Towel,Kitchen Towel Roll,Kitchen Trolley,Knife,Knife Set,Kumkum,LED Bulb,Ladle,Laptop Bag,Laptop Bed Table,Laptop Stand,Laundry Bag,Laundry Basket,Lemon Squeezer,Lifter,Lighter & Knife Set,Liners,Lint Roller,Lizard Repellent,Lock,Long Notebook,Lunch Bag,Lunch Box,Marker Set,Masala Box,Mask Chain,Mat,Matchbox,Mattress Protector,Mechanical Pencil,MicroSD Card,Microwave Bowl Set,Milk Mug,Mixer Grinder,Mixing Bowl,Mobile Holder,Modelling Clay Set,Modelling Dough,Moli Roll,Mortar & Pestle,Mosquito Bat,Mosquito Coil,Mosquito Killer,Mosquito Killer Machine,Mosquito Repellant Incense Sticks,Mosquito Repellent,Mosquito Repellent Cream,Mosquito Repellent Gel,Mosquito Repellent Patch,Mosquito Repellent Roll On,Mosquito Repellent Spray,Mould,Mould Set,Muffin Tray,Mug,Mug Set,Multi Utility Basket,Multipurpose Paper,Naphthalene Balls,Napkin Holder,Napkins,Net Cover,Notebook,Notebook Set,Notepad,Notes,Oil,Oil Dispenser,Oil Pastels,Okhli,Organizer,Page Markers,Paint Brush,Paint Colors,Painting Kit,Pan,Papad Jali,Paper Clips,Paper Cutter,Paper Gift Bag,Peeler,Peeler & Grater,Peg Measurer,Pen,Pen Holder,Pen Set,Pen Stand,Pencil,Pencil Box,Pencil Pouch,Pencils,Pens,Permanent Marker,Pickle Set,Pillow,Pizza Cutter,Plain Bucket,Planner,Plastic Crayons,Plate,Plate Set,Plate Stand,Playing Cards,Pocket Tissue,Poker Chips,Pooja Bell,Pooja Cloth,Pooja Kit,Pooja Oil,Poppers,Poster Color,Pot,Potato Masher,Power Bank,Prayer Mat,Pressure Cooker,Printed Bucket,Protective Set,Pudding Set,Pump,Punch,Punch Machine,Push Pins,Racket,Rat killer cake,Rechargeable Batteries,Refill,Repellent,Ribbon,Ribbon Roll,Rice Cleaner / Sieve,Rice Light,Roller Ball Pen,Roller Pen,Room Freshener,Room Heater,Rope,Roti Cover,Ruffpad,Salt & Pepper Shaker,Sandwich Maker,Sauce Pan,Scale,School Bag,Scientific Calculator,Scissors,Scoop,Screw Driver Kit,Scrub Pad,Sealant,Serving Bowl,Set,Sewing Kit,Shaker,Sharpener,Shoe Fix,Shoe Rack,Shot Glass,Silicone Brush,Silver Coin,Single Bedsheet Set,Sink Drainer,Sipper,Sketch Book,Sketch Pens,Skimmer Set,Slicer & Grater,Snack Set,Soap Case,Soap Case with Lid,Socks,Sofa Cover,Soft Toy,Soft Toy Cushion,Soup Set,Spatula,Spice Box,Spoon,Spoon Set,Spray,Squeezer,Stamp Pad,Stapler,Stapler Pin,Stationery Kit,Stationery Set,Steam Iron,Steamer,Sticky Notes,Stool,Strainer,Straw,Straws,Strips,Table Cover,Table Fan,Tadka Pan,Tape,Tawa,Tea Light Candles,Tea Spoon Set,Tennis Ball,Thermal Set,Thermowagon,Tissue,Toilet Roll,Tong/Pakad,Tool Kit,Toothpick,Tope,Tope Set,Torch,Travel Mug,Tray,Tray Set,Tumbler Set,Turner,Type C Cable,USB Cable,USB Charger,USB-A Cable,Umbrella,Utensil Basket,Vaccum Flask,Varnish,Vegetable Chopper,Wall Decor,Water Bottle,Water Camper,Water Color Cakes,Water Color Pencils,Water Color Tube,Wax Crayons,Weight Bands,Whisk,Whisky Glass Set,Wine Server,Wireless Mouse,Yoga Mat,Yoghurt Maker,Zip Lock Bag
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,3,4,0,0,1,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,25,1,1,230,0,0,97,0,3,0,2,0,8,0,21,0,10,0,0,47,2,0,3,0,68,0,0,1,1,1,1,2,0,0,1,3,4,0,0,0,3,0,1,0,2,11,16,0,6,0,0,0,90,0,0,0,0,18,2,0,0,0,1,7,0,0,0,0,1,2,2,1,1,0,3,4,0,0,8,1,32,53,84,46,79,57,0,0,0,5,22,0,0,0,3,0,0,0,0,0,0,2,18,1,0,1,2,0,0,9,0,0,19,0,7,3,0,0,80,1,0,3,0,0,0,1,5,10,8,18,9,0,18,1,0,0,1,3,1,0,5,0,0,0,0,18,1,0,0,0,1,0,0,2,1,0,3,115,0,0,0,1,0,2,0,22,6,0,5,0,1,2,0,0,0,0,342,0,57,0,0,8,1,0,2,1,0,5,6,0,0,8,2,10,21,0,0,0,0,7,3,0,10,2,3,24,0,0,19,0,1,0,4,0,64,0,2,9,1,1,4,0,0,0,7,0,1,0,0,0,2,0,21,0,40,1,15,58,199,0,48,29,0,11,5,0,0,0,7,28,1,1,2,0,0,0,2,3,13,1,1,0,2,0,51,0,0,0,0,7,0,0,0,0,1,0,1,0,3,38,42,4,32,4,1,0,1,1,0,0,0,37,1,21,2,19,6,244,1,15,0,3,0,2,6,0,0,0,2,0,0,0,0,5,0,2,0,28,0,1,0,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,5,0,2,2,0,0,2,1,14,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,12,2,0,5,0,1,0,0,130,0,3,1,0,0,0,1,2,0,0,10,0,2,24,0,0,0,1,0,1,0,0,3,0,0,0,14,2,0,2,0,0,0,35,2,3,0,0,0,1,6,0,2,30,6,13,1,5,3,0,1,0,0,7,18,73,3,1,1,0,0,0,18,0,1,0,1,0,0,2,146,24,3,8,0,0,1,1,0,0,0,3,0,2,0,0,8,1,0,0,4,0,19,0,0,0,0,1,0,10,0,0,0,2,0,19
0,0,1,10,1,1,40,0,0,10,3,1,0,0,0,5,0,3,1,6,0,0,4,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,5,1,0,3,0,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,3,0,0,2,3,11,7,5,5,12,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,3,0,0,3,0,2,3,0,1,16,0,0,0,0,1,0,2,4,2,4,6,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,20,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,39,0,5,0,0,3,0,0,1,0,0,3,0,0,0,2,3,2,6,0,0,0,0,6,0,0,0,0,2,6,0,0,4,1,1,0,1,0,7,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,21,0,0,5,0,5,23,46,0,8,2,0,0,2,0,0,0,1,2,0,1,0,0,0,2,0,3,3,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,9,7,1,14,1,0,0,1,0,0,0,0,1,0,8,3,4,5,26,0,4,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,7,0,2,11,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,7,7,4,0,1,1,0,0,0,0,1,2,26,2,0,0,0,0,0,5,0,0,0,0,0,0,0,27,6,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,1,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,29,3,2,76,0,0,11,3,0,0,0,0,3,0,15,2,7,0,0,21,1,0,1,0,39,0,0,0,0,0,0,0,1,0,0,3,6,0,0,0,1,0,2,0,3,10,5,0,4,0,0,0,33,0,0,0,0,12,4,0,0,3,0,2,0,0,1,0,0,1,0,0,1,0,4,6,0,2,6,1,34,17,24,14,21,14,0,0,0,5,12,0,0,0,3,0,3,0,0,0,0,3,19,2,0,0,1,0,0,4,0,0,20,0,3,4,0,0,22,1,0,1,0,0,0,4,4,9,7,21,12,0,8,0,0,0,1,1,0,0,2,0,0,0,0,7,1,0,0,0,1,0,0,2,0,0,5,25,0,1,0,0,0,2,0,5,8,1,5,0,0,0,0,0,0,1,86,0,65,1,0,14,1,1,1,8,0,6,4,0,1,13,4,16,19,0,1,0,0,1,1,0,1,0,3,14,0,0,4,1,0,0,1,0,25,0,2,10,0,0,3,0,1,0,2,0,1,0,0,0,3,40,5,0,0,0,8,23,72,0,73,31,0,7,7,0,0,0,2,12,2,5,4,0,1,0,1,4,6,1,3,0,0,1,15,0,0,0,0,13,0,0,0,0,3,0,0,0,1,8,19,1,12,0,0,0,2,0,0,0,0,10,0,14,4,8,2,64,0,13,0,1,0,0,4,1,0,1,1,0,0,0,0,1,0,11,0,30,2,1,0,0,0,3,5,1,0,2,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,1,0,8,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,6,0,1,0,0,32,0,2,0,0,0,0,0,1,0,0,50,0,4,5,0,0,0,2,0,0,0,0,2,0,0,0,14,1,0,3,0,0,0,21,1,2,0,0,0,0,6,0,3,28,4,6,0,8,0,0,3,0,0,5,7,56,1,0,0,0,0,1,47,0,0,0,0,0,0,0,37,16,0,8,0,0,0,0,1,0,0,4,0,0,0,0,5,4,0,0,7,0,5,0,0,0,0,1,0,8,0,0,0,0,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,18,0,0,6,0,1,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,0,9,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,4,0,0,1,0,0,2,1,6,3,4,1,3,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,6,3,0,1,0,0,0,16,0,0,10,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,14,0,22,0,0,3,0,0,0,0,0,5,1,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,4,0,3,0,1,0,5,0,0,0,2,0,0,0,0,0,1,15,5,0,8,0,0,7,9,1,21,8,0,3,6,0,0,0,0,2,1,3,0,0,0,0,0,0,2,0,1,0,0,1,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,2,5,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,2,1,40,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,1,3
0,0,0,16,0,1,140,0,0,47,0,2,0,1,0,6,0,17,0,11,0,0,29,4,0,2,0,37,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,1,0,2,0,2,3,6,0,2,0,0,0,40,1,0,0,0,10,2,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,1,2,0,0,7,3,15,32,20,13,9,22,0,0,0,1,10,0,0,0,2,0,0,0,0,0,1,1,17,2,0,2,0,0,0,5,0,0,17,0,4,0,0,0,30,1,0,1,2,0,0,5,6,10,11,23,14,0,10,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,0,1,2,0,0,2,0,0,4,100,0,1,0,0,0,1,0,10,6,0,3,0,0,0,0,1,0,2,242,0,43,0,0,9,0,0,3,2,0,6,3,0,0,7,5,10,15,1,0,0,0,2,11,0,4,0,1,15,0,1,3,2,0,0,2,0,35,0,0,6,0,2,5,0,0,0,2,0,0,0,0,0,3,58,23,0,23,0,7,0,248,0,20,10,0,8,2,0,0,0,5,14,1,0,2,0,0,0,1,2,9,2,0,0,1,0,17,0,0,0,0,9,0,0,0,0,0,0,0,0,2,26,29,3,28,3,0,0,2,0,0,0,0,9,1,13,4,10,3,188,0,9,0,0,0,1,8,0,2,0,4,0,0,0,0,2,0,1,0,18,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,5,1,3,6,0,1,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,2,0,1,0,0,61,0,0,1,0,0,0,0,1,0,0,11,0,1,22,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,24,0,3,0,0,0,0,3,0,4,21,3,7,0,3,1,0,1,0,0,4,8,42,2,0,0,0,0,1,17,0,1,0,0,0,0,2,127,13,0,9,1,1,1,0,1,0,0,1,0,0,0,0,2,1,0,0,4,0,5,0,0,0,0,0,0,2,1,0,0,0,0,19
1,0,8,116,8,2,906,0,0,730,9,1,0,4,0,95,0,61,5,28,3,0,55,2,0,4,0,331,0,0,1,0,0,3,2,0,0,0,1,11,0,0,0,8,0,5,0,5,18,16,1,12,0,0,0,78,0,0,0,0,111,12,0,0,0,2,19,1,0,0,0,1,8,5,2,3,0,8,9,0,2,8,67,62,46,60,41,44,164,5,0,0,8,12,0,0,0,12,0,0,0,0,0,9,3,14,0,0,2,22,0,0,17,0,0,18,0,14,9,0,1,224,6,0,3,1,1,4,38,48,52,79,132,57,0,58,0,0,0,2,4,0,0,24,0,0,0,0,27,6,0,0,0,8,0,1,12,7,0,20,1327,0,0,1,0,0,1,0,129,12,0,18,1,0,0,0,1,0,1,1944,0,111,1,0,51,5,0,7,14,2,23,7,0,0,40,19,42,33,0,0,0,0,13,5,0,5,4,6,41,3,3,10,2,1,0,1,0,287,0,5,18,0,4,7,1,2,0,8,1,1,0,0,0,4,199,46,1,72,1,9,248,0,1,55,22,0,32,14,0,0,0,8,38,0,3,4,1,1,7,1,10,22,2,5,1,4,1,117,0,0,0,0,26,1,1,0,5,8,2,1,0,8,175,112,16,260,23,6,2,21,9,0,0,0,18,3,32,19,71,17,1797,1,40,0,4,0,7,3,2,0,0,4,0,0,0,0,8,0,7,0,26,1,2,0,0,0,10,18,1,0,2,0,0,1,1,2,0,0,5,0,2,0,8,54,2,0,1,4,101,1,2,0,9,0,0,1,0,0,0,7,0,0,0,1,7,0,115,12,0,6,1,2,0,0,391,0,2,0,0,0,0,0,1,0,0,39,0,7,45,4,0,0,1,0,1,2,1,2,0,0,0,35,0,0,3,0,0,0,50,2,10,0,1,0,0,4,0,2,41,27,14,1,12,8,0,3,1,0,20,17,106,47,1,6,0,0,1,55,0,1,0,0,0,0,36,2551,16,1,91,0,0,2,0,0,0,0,2,0,0,0,0,10,0,0,0,8,4,12,0,0,0,0,6,0,10,1,2,0,1,3,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
